,User,Tweet_time,Tweet,Hashtag,Retweet,Favorite,Join_time,Follower,Friend
218,thebbmafrica,2022-09-14 16:16:11+00:00,"If you can't be sun just be the star. well-done blessing.

Cc: @denrele_edun @jjcskillz @blessingceo

#Thebbmafrica 
#300hoursrealityexperience 
#jjcskillz 
#denrele
#blessingceo 
#ASUUstrike
#iPhone14Pro
#AlphaBetaExposed
#iOS16
#CalmDown
#earthquake https://t.co/BCDb94Yr54","[{'text': 'Thebbmafrica', 'indices': [102, 115]}, {'text': '300hoursrealityexperience', 'indices': [117, 143]}, {'text': 'jjcskillz', 'indices': [145, 155]}, {'text': 'denrele', 'indices': [157, 165]}, {'text': 'blessingceo', 'indices': [166, 178]}, {'text': 'ASUUstrike', 'indices': [180, 191]}, {'text': 'iPhone14Pro', 'indices': [192, 204]}, {'text': 'AlphaBetaExposed', 'indices': [205, 222]}, {'text': 'iOS16', 'indices': [223, 229]}, {'text': 'CalmDown', 'indices': [230, 239]}, {'text': 'earthquake', 'indices': [240, 251]}]",0,0,2022-04-19 13:05:48+00:00,3082,7
219,Nthati19109027,2022-09-14 16:14:30+00:00,"Liked👍 and retweeted ☺️
@MyiStoreSA #SAMA28 #iPhone14Pro https://t.co/Gtcbjj4v6D","[{'text': 'SAMA28', 'indices': [36, 43]}, {'text': 'iPhone14Pro', 'indices': [44, 56]}]",0,0,2020-12-05 10:51:11+00:00,16,38
220,thebbmafrica,2022-09-14 16:09:27+00:00,"Beautiful song from a beautiful girl.
You're doing well and we see you.

Cc: @denrele_edun @jjcskillz @blessingceo

#Thebbmafrica 
#300hoursrealityexperience 
#jjcskillz 
#denrele
#blessingceo 
#ASUUstrike
#iPhone14Pro
#AlphaBetaExposed
#iOS16
#CalmDown
#earthquake https://t.co/rKqYo2w21t","[{'text': 'Thebbmafrica', 'indices': [116, 129]}, {'text': '300hoursrealityexperience', 'indices': [131, 157]}, {'text': 'jjcskillz', 'indices': [159, 169]}, {'text': 'denrele', 'indices': [171, 179]}, {'text': 'blessingceo', 'indices': [180, 192]}, {'text': 'ASUUstrike', 'indices': [194, 205]}, {'text': 'iPhone14Pro', 'indices': [206, 218]}, {'text': 'AlphaBetaExposed', 'indices': [219, 236]}, {'text': 'iOS16', 'indices': [237, 243]}, {'text': 'CalmDown', 'indices': [244, 253]}, {'text': 'earthquake', 'indices': [254, 265]}]",0,0,2022-04-19 13:05:48+00:00,3082,7
221,BrothaTech,2022-09-14 16:05:04+00:00,List of native apps that currently support #DynamicIsland https://t.co/MR6Yqqoldn #iPhone14Pro #iPhone14ProMax https://t.co/CL3RWuB7qm,"[{'text': 'DynamicIsland', 'indices': [43, 57]}, {'text': 'iPhone14Pro', 'indices': [82, 94]}, {'text': 'iPhone14ProMax', 'indices': [95, 110]}]",0,1,2009-08-07 14:31:14+00:00,15256,743
222,thebbmafrica,2022-09-14 16:04:18+00:00,"Our dancer is now a rapper,well-done benimax.

Cc: @denrele_edun @jjcskillz @blessingceo

#Thebbmafrica 
#300hoursrealityexperience 
#jjcskillz 
#denrele
#blessingceo 
#ASUUstrike
#iPhone14Pro
#AlphaBetaExposed
#iOS16
#CalmDown
#earthquake https://t.co/Rmfi9Ejh6f","[{'text': 'Thebbmafrica', 'indices': [90, 103]}, {'text': '300hoursrealityexperience', 'indices': [105, 131]}, {'text': 'jjcskillz', 'indices': [133, 143]}, {'text': 'denrele', 'indices': [145, 153]}, {'text': 'blessingceo', 'indices': [154, 166]}, {'text': 'ASUUstrike', 'indices': [168, 179]}, {'text': 'iPhone14Pro', 'indices': [180, 192]}, {'text': 'AlphaBetaExposed', 'indices': [193, 210]}, {'text': 'iOS16', 'indices': [211, 217]}, {'text': 'CalmDown', 'indices': [218, 227]}, {'text': 'earthquake', 'indices': [228, 239]}]",0,0,2022-04-19 13:05:48+00:00,3082,7
223,Terry_Fic17,2022-09-14 16:02:19+00:00,Apple that eSim is limiting and unnecessary esp for us with more than one number #iPhone14Pro,"[{'text': 'iPhone14Pro', 'indices': [81, 93]}]",0,0,2013-01-30 10:49:46+00:00,264,360
224,wemzydcomedian_,2022-09-14 16:00:11+00:00,"Who else noticed that this IOS 16 
Does not allow someone to do transfers? 
And me now I have updated mine 🥺

#ios16lockscreen #iOS16 #ios16wallpaper #iPhone14 #iPhone14Pro","[{'text': 'ios16lockscreen', 'indices': [110, 126]}, {'text': 'iOS16', 'indices': [127, 133]}, {'text': 'ios16wallpaper', 'indices': [134, 149]}, {'text': 'iPhone14', 'indices': [150, 159]}, {'text': 'iPhone14Pro', 'indices': [160, 172]}]",0,1,2022-09-02 23:16:31+00:00,5,93
225,thebbmafrica,2022-09-14 15:57:24+00:00,"Anoneemous on this one, Ohanugo to the whole world.
We love the mix of igbo in there, thank you for once again showing your creativity.

Cc: @denrele_edun @jjcskillz @blessingceo

#Thebbmafrica 
#jjcskillz 
#denrele
#blessingceo 
#ASUUstrike
#iPhone14Pro
#iOS16
#CalmDown https://t.co/vTj0wcX8AZ","[{'text': 'Thebbmafrica', 'indices': [180, 193]}, {'text': 'jjcskillz', 'indices': [195, 205]}, {'text': 'denrele', 'indices': [207, 215]}, {'text': 'blessingceo', 'indices': [216, 228]}, {'text': 'ASUUstrike', 'indices': [230, 241]}, {'text': 'iPhone14Pro', 'indices': [242, 254]}, {'text': 'iOS16', 'indices': [255, 261]}, {'text': 'CalmDown', 'indices': [262, 271]}]",0,0,2022-04-19 13:05:48+00:00,3082,7
226,sgmobmart,2022-09-14 15:56:38+00:00,"sell/buy/repair iPhones best price SG @ https://t.co/TuXIikTiLC

#sgBuyBack #sgFoneFix #sgiPad #iPhone14 #iPhone14plus #iPhone14Pro #iPhone14ProMax #mobileio #cryptomobile #mobilemart #mobilefix #mobileDAO https://t.co/v59t5TSuyD","[{'text': 'sgBuyBack', 'indices': [65, 75]}, {'text': 'sgFoneFix', 'indices': [76, 86]}, {'text': 'sgiPad', 'indices': [87, 94]}, {'text': 'iPhone14', 'indices': [95, 104]}, {'text': 'iPhone14plus', 'indices': [105, 118]}, {'text': 'iPhone14Pro', 'indices': [119, 131]}, {'text': 'iPhone14ProMax', 'indices': [132, 147]}, {'text': 'mobileio', 'indices': [148, 157]}, {'text': 'cryptomobile', 'indices': [158, 171]}, {'text': 'mobilemart', 'indices': [172, 183]}, {'text': 'mobilefix', 'indices': [184, 194]}, {'text': 'mobileDAO', 'indices': [195, 205]}]",0,0,2009-05-20 03:28:52+00:00,38,0
227,ebuzzprocom,2022-09-14 15:54:58+00:00,"📢 iPhone 14 Pro Boxes

#iPhone14Pro #AppleEvent #Apple #iPhone https://t.co/Ojyb3k6Yf9","[{'text': 'iPhone14Pro', 'indices': [23, 35]}, {'text': 'AppleEvent', 'indices': [36, 47]}, {'text': 'Apple', 'indices': [48, 54]}, {'text': 'iPhone', 'indices': [55, 62]}]",0,2,2021-03-31 12:14:03+00:00,40,11
228,greengart,2022-09-14 15:53:34+00:00,I have the #iPhone14Pro in hand. First impressions are that deep purple is pretty and I need a matching (or contrasting) leather case for it. Questions? https://t.co/2Kyh1e9LqV,"[{'text': 'iPhone14Pro', 'indices': [11, 23]}]",2,50,2009-10-06 17:46:19+00:00,4374,362
229,thebbmafrica,2022-09-14 15:52:13+00:00,"Odogwu really brought this one home like an odogwu that she is, well-done girl you're doing well.

Cc: @denrele_edun @jjcskillz @blessingceo

#Thebbmafrica 
#jjcskillz 
#denrele
#blessingceo 
#ASUUstrike
#iPhone14Pro
#AlphaBetaExposed
#iOS16
#CalmDown
#earthquake https://t.co/ITAIbqw9R8","[{'text': 'Thebbmafrica', 'indices': [142, 155]}, {'text': 'jjcskillz', 'indices': [157, 167]}, {'text': 'denrele', 'indices': [169, 177]}, {'text': 'blessingceo', 'indices': [178, 190]}, {'text': 'ASUUstrike', 'indices': [192, 203]}, {'text': 'iPhone14Pro', 'indices': [204, 216]}, {'text': 'AlphaBetaExposed', 'indices': [217, 234]}, {'text': 'iOS16', 'indices': [235, 241]}, {'text': 'CalmDown', 'indices': [242, 251]}, {'text': 'earthquake', 'indices': [252, 263]}]",0,0,2022-04-19 13:05:48+00:00,3082,7
230,CuriousApollo,2022-09-14 15:50:44+00:00,"Yeah, I'm sold on the #iPhone14Pro. As a lifelong Android user https://t.co/pCa6bKgr6K","[{'text': 'iPhone14Pro', 'indices': [22, 34]}]",0,0,2009-03-02 00:40:35+00:00,210,432
231,primo4k,2022-09-14 15:49:33+00:00,"Samsung is expected to receive more orders for iPhone 14 Pro displays as Apple finds rivals struggle with low yields.

#iPhone14Pro https://t.co/wtbvnXN23A https://t.co/EuzXrDKqDr","[{'text': 'iPhone14Pro', 'indices': [119, 131]}]",0,0,2014-03-10 18:12:40+00:00,4524,444
232,ZedKnorthstar,2022-09-14 15:49:29+00:00,All I can think about is how the #iPhone14Pro doesn’t charge your Apple Watch????,"[{'text': 'iPhone14Pro', 'indices': [33, 45]}]",0,0,2015-04-19 04:42:41+00:00,195,194
233,sri_koushik,2022-09-14 15:49:24+00:00,"Wallpaper time shots from s22 ultra 
#SamsungGalaxy #iPhone14Pro https://t.co/zDbJAI7i8S","[{'text': 'SamsungGalaxy', 'indices': [37, 51]}, {'text': 'iPhone14Pro', 'indices': [52, 64]}]",0,0,2012-05-27 09:10:22+00:00,65,334
234,aderibigbestep,2022-09-14 15:48:36+00:00,"I for update to #iPhone14Pro oo but new things dey make me sneeze too much na why
#ios16wallpaper #iOS16 https://t.co/1gl6B1f1ri","[{'text': 'iPhone14Pro', 'indices': [16, 28]}, {'text': 'ios16wallpaper', 'indices': [82, 97]}, {'text': 'iOS16', 'indices': [98, 104]}]",0,0,2019-03-07 06:13:36+00:00,828,739
235,Buffcatgaming,2022-09-14 15:48:35+00:00,"My thoughts and impressions on #iPhone14Pro #s22ultra #apple #samsung
https://t.co/WtOYUfvvCl","[{'text': 'iPhone14Pro', 'indices': [31, 43]}, {'text': 's22ultra', 'indices': [44, 53]}, {'text': 'apple', 'indices': [54, 60]}, {'text': 'samsung', 'indices': [61, 69]}]",0,0,2020-07-23 20:52:37+00:00,38,141
236,DVMN8K,2022-09-14 15:47:41+00:00,All of these #iPhone14Pro reviews keep skipping over shooting in ProRaw 😡,"[{'text': 'iPhone14Pro', 'indices': [13, 25]}]",0,0,2020-07-26 04:11:51+00:00,268,264
237,AppleDoppler,2022-09-14 15:43:26+00:00,The @verge iPhone 14 reviews are about as bad as their new website. #iPhone14Pro #iPhone14,"[{'text': 'iPhone14Pro', 'indices': [68, 80]}, {'text': 'iPhone14', 'indices': [81, 90]}]",0,1,2022-08-14 09:29:11+00:00,19,93
238,bloombure,2022-09-14 15:42:57+00:00,I’ve been waiting for this “add stop” for a long time #iOS16 #AppleEvent2022 #iPhone14 #iPhone14Pro https://t.co/s2KE4hPdrB,"[{'text': 'iOS16', 'indices': [54, 60]}, {'text': 'AppleEvent2022', 'indices': [61, 76]}, {'text': 'iPhone14', 'indices': [77, 86]}, {'text': 'iPhone14Pro', 'indices': [87, 99]}]",0,1,2021-12-29 21:37:20+00:00,1489,1854
239,isandeepnath,2022-09-14 15:42:41+00:00,"What are the best feature of IPHONE 14 PRO 💕? @Apple
#iphone14pro","[{'text': 'iphone14pro', 'indices': [53, 65]}]",0,1,2022-07-31 08:49:29+00:00,111,1198
240,mikewillgriffin,2022-09-14 15:39:51+00:00,I guess I gotta upgrade to the #iPhone14Pro for that new Dynamic Island. Now that poors can be identified by their Static Peninsulas. Fake it til you make it. #apple #iPhone14Pro #dynamicisland,"[{'text': 'iPhone14Pro', 'indices': [31, 43]}, {'text': 'apple', 'indices': [159, 165]}, {'text': 'iPhone14Pro', 'indices': [166, 178]}, {'text': 'dynamicisland', 'indices': [179, 193]}]",0,1,2008-12-20 05:41:03+00:00,98,354
241,rxckstarhigh,2022-09-14 15:38:23+00:00,Should I get my 4-year old iPhone Xs Max‘s (I love it so much tbh!) back glass fixed since I shattered it two weeks ago (it’s the only thing that’s wrong with it) or should I just say fuck it and just upgrade to the latest iPhone 14 Pro Max? #iPhone #Apple #iPhone14Pro #iOS16,"[{'text': 'iPhone', 'indices': [242, 249]}, {'text': 'Apple', 'indices': [250, 256]}, {'text': 'iPhone14Pro', 'indices': [257, 269]}, {'text': 'iOS16', 'indices': [270, 276]}]",1,1,2012-05-28 04:36:49+00:00,655,34
242,thebbmafrica,2022-09-14 15:35:45+00:00,"Well-done gift we see you.

Cc: @denrele_edun @jjcskillz @blessingceo

#Thebbmafrica 
#300hoursrealityexperience 
#jjcskillz 
#denrele
#blessingceo 
#ASUUstrike
#iPhone14Pro
#AlphaBetaExposed
#iOS16
#CalmDown
#earthquake https://t.co/rbZ8LfqOfK","[{'text': 'Thebbmafrica', 'indices': [71, 84]}, {'text': '300hoursrealityexperience', 'indices': [86, 112]}, {'text': 'jjcskillz', 'indices': [114, 124]}, {'text': 'denrele', 'indices': [126, 134]}, {'text': 'blessingceo', 'indices': [135, 147]}, {'text': 'ASUUstrike', 'indices': [149, 160]}, {'text': 'iPhone14Pro', 'indices': [161, 173]}, {'text': 'AlphaBetaExposed', 'indices': [174, 191]}, {'text': 'iOS16', 'indices': [192, 198]}, {'text': 'CalmDown', 'indices': [199, 208]}, {'text': 'earthquake', 'indices': [209, 220]}]",0,0,2022-04-19 13:05:48+00:00,3082,7
243,Abhi_Nav_07,2022-09-14 15:33:28+00:00,"This is unexpected!!
#iPhone14ProMax #iPhone14Pro #AppleEvent #iPhone14 https://t.co/sHGZMsGIVs","[{'text': 'iPhone14ProMax', 'indices': [21, 36]}, {'text': 'iPhone14Pro', 'indices': [37, 49]}, {'text': 'AppleEvent', 'indices': [50, 61]}, {'text': 'iPhone14', 'indices': [62, 71]}]",1,2,2020-03-21 03:15:46+00:00,34,223
244,thebbmafrica,2022-09-14 15:32:23+00:00,"She said the world should prepare for the next big super star.
This one is going to give female rappers a race oh. 
Well-done holian we see you.

Cc: @denrele_edun @jjcskillz @blessingceo

#Thebbmafrica 
#jjcskillz 
#denrele
#blessingceo 
#ASUUstrike
#iPhone14Pro
#iOS16
#CalmDown https://t.co/vOvKUHFdGI","[{'text': 'Thebbmafrica', 'indices': [189, 202]}, {'text': 'jjcskillz', 'indices': [204, 214]}, {'text': 'denrele', 'indices': [216, 224]}, {'text': 'blessingceo', 'indices': [225, 237]}, {'text': 'ASUUstrike', 'indices': [239, 250]}, {'text': 'iPhone14Pro', 'indices': [251, 263]}, {'text': 'iOS16', 'indices': [264, 270]}, {'text': 'CalmDown', 'indices': [271, 280]}]",0,0,2022-04-19 13:05:48+00:00,3082,7
245,pal2tech,2022-09-14 15:31:37+00:00,Exactly the kind of update we like to see around here. 👍 #iPhone14Pro https://t.co/V6H3IwDnNM,"[{'text': 'iPhone14Pro', 'indices': [57, 69]}]",0,6,2019-02-19 23:15:06+00:00,418,83
246,andalinfo,2022-09-14 15:28:53+00:00,"In case will buy the new #iPhone14Pro and you know what $ENS is, you will understand the potential for my applecare.eth

Iphone14.applecare.eth 🔥🔥

#Web3 #ETH #NFT #blockchain #domains @ensdomains https://t.co/QQPH4XxVeL","[{'text': 'iPhone14Pro', 'indices': [25, 37]}, {'text': 'Web3', 'indices': [148, 153]}, {'text': 'ETH', 'indices': [154, 158]}, {'text': 'NFT', 'indices': [159, 163]}, {'text': 'blockchain', 'indices': [164, 175]}, {'text': 'domains', 'indices': [176, 184]}]",1,6,2013-10-20 17:47:28+00:00,934,1787
247,thebbmafrica,2022-09-14 15:28:26+00:00,"@jjcskillz seems a bit satisfied with this performance, lets see if she makes it to the luck 8 lead singers.
Nice one ice.

Cc: @denrele_edun @jjcskillz @blessingceo

#Thebbmafrica  
#jjcskillz 
#denrele
#blessingceo 
#ASUUstrike
#iPhone14Pro
#AlphaBetaExposed
#iOS16
#CalmDown https://t.co/FdLA4aiX8K","[{'text': 'Thebbmafrica', 'indices': [167, 180]}, {'text': 'jjcskillz', 'indices': [183, 193]}, {'text': 'denrele', 'indices': [195, 203]}, {'text': 'blessingceo', 'indices': [204, 216]}, {'text': 'ASUUstrike', 'indices': [218, 229]}, {'text': 'iPhone14Pro', 'indices': [230, 242]}, {'text': 'AlphaBetaExposed', 'indices': [243, 260]}, {'text': 'iOS16', 'indices': [261, 267]}, {'text': 'CalmDown', 'indices': [268, 277]}]",0,0,2022-04-19 13:05:48+00:00,3082,7
248,lok_anita,2022-09-14 15:28:02+00:00,Is the #iPhone14Pro really worth??? LMK 👇🏻,"[{'text': 'iPhone14Pro', 'indices': [7, 19]}]",0,0,2020-01-08 19:31:48+00:00,77,66
249,TechFeed10,2022-09-14 15:26:20+00:00,"iPhone 14 Pro and 14 Pro Max Review: Welcome to the Dynamic Island – CNET
https://t.co/lWZoK4VyvM

#Techbase #TechbaseNigeria #TechbaseNG #techfeedng @techbase_ng #iPhone14Pro #iphone14promax https://t.co/st82EfEhsl","[{'text': 'Techbase', 'indices': [99, 108]}, {'text': 'TechbaseNigeria', 'indices': [109, 125]}, {'text': 'TechbaseNG', 'indices': [126, 137]}, {'text': 'techfeedng', 'indices': [138, 149]}, {'text': 'iPhone14Pro', 'indices': [163, 175]}, {'text': 'iphone14promax', 'indices': [176, 191]}]",0,0,2022-05-17 04:04:35+00:00,23,59
250,DigitallyBones,2022-09-14 15:25:13+00:00,"#iPhone14pro review this year -- normally, the review by the @verge has always praised it, but for them it is not a big update. For @MKBHD it is a big update, but the most surprising of the lot is @Mrwhosetheboss who rated it higher than the S22 Ultra","[{'text': 'iPhone14pro', 'indices': [0, 12]}]",0,1,2009-07-19 05:59:22+00:00,5291,2914
251,munchyzmunch,2022-09-14 15:24:43+00:00,"🚨🚨 New Video Alert 🚨🚨
How to Get iPhone 14 Pro Dynamic Island on Any Miui (Xiaomi, Redmi &amp; Poco) Device Without Root
https://t.co/v9tq2zzRfr
RTs Appreciated
#dynamicisland #Android #iPhone14Pro","[{'text': 'dynamicisland', 'indices': [161, 175]}, {'text': 'Android', 'indices': [176, 184]}, {'text': 'iPhone14Pro', 'indices': [185, 197]}]",0,1,2020-09-19 09:16:03+00:00,1157,246
252,dellyranksindia,2022-09-14 15:24:08+00:00,"iPhone 14 and 14 Pro Review: Go Pro or Go Home #apple #iPhone14 #iPhone14Pro #iphonepromax #iphones https://t.co/SlZyp1KePO
https://t.co/MIaLhkEHtV","[{'text': 'apple', 'indices': [47, 53]}, {'text': 'iPhone14', 'indices': [54, 63]}, {'text': 'iPhone14Pro', 'indices': [64, 76]}, {'text': 'iphonepromax', 'indices': [77, 90]}, {'text': 'iphones', 'indices': [91, 99]}]",0,0,2021-09-08 11:38:35+00:00,408,7
253,theGuyInNewYork,2022-09-14 15:21:19+00:00,"Yes, I will be getting a new iPhone (iPhone 14 Pro).  But not because I get new ones every year…my current one is an iPhone 8 Plus.   

Basically, I didn’t want to give up the “home” button!  Am I wrong? #iPhone14Pro","[{'text': 'iPhone14Pro', 'indices': [204, 216]}]",0,4,2012-05-21 13:04:48+00:00,6390,5524
254,Abhishek_Harne,2022-09-14 15:19:10+00:00,"Here’s LG V10 with #dynamicisland sort of features, they did 7 years ago💀. @LGUSAMobile was way ahead of its time, we all lacked the vision to see it through.

#Apple #iPhone14Pro https://t.co/JvDw9QbgMR","[{'text': 'dynamicisland', 'indices': [19, 33]}, {'text': 'Apple', 'indices': [160, 166]}, {'text': 'iPhone14Pro', 'indices': [167, 179]}]",0,1,2010-08-05 07:34:25+00:00,75,206
255,thebbmafrica,2022-09-14 15:17:54+00:00,"A dancer singing this way is nothing short of growth, we see you joel you're doing well. 

Cc: @denrele_edun @jjcskillz @blessingceo

#Thebbmafrica 
#jjcskillz 
#denrele
#blessingceo 
#ASUUstrike
#iPhone14Pro
#AlphaBetaExposed
#iOS16
#CalmDown
#earthquake https://t.co/PwBWRYvNq8","[{'text': 'Thebbmafrica', 'indices': [134, 147]}, {'text': 'jjcskillz', 'indices': [149, 159]}, {'text': 'denrele', 'indices': [161, 169]}, {'text': 'blessingceo', 'indices': [170, 182]}, {'text': 'ASUUstrike', 'indices': [184, 195]}, {'text': 'iPhone14Pro', 'indices': [196, 208]}, {'text': 'AlphaBetaExposed', 'indices': [209, 226]}, {'text': 'iOS16', 'indices': [227, 233]}, {'text': 'CalmDown', 'indices': [234, 243]}, {'text': 'earthquake', 'indices': [244, 255]}]",0,0,2022-04-19 13:05:48+00:00,3082,7
256,Badhrinath_K,2022-09-14 15:15:41+00:00,"Can we turn off Always Display On, I know I sound weird but it Looks weird for me &amp; of course we may get used for it. #iPhone14Pro","[{'text': 'iPhone14Pro', 'indices': [122, 134]}]",0,1,2010-06-20 05:13:34+00:00,468,305
257,thebbmafrica,2022-09-14 15:12:39+00:00,"Kelechi seems really happy for his progress in music and we are happy to see his growth. well-done 

Cc: @denrele_edun @jjcskillz @blessingceo

#Thebbmafrica  
#jjcskillz 
#denrele
#blessingceo 
#ASUUstrike
#iPhone14Pro
#AlphaBetaExposed
#iOS16
#CalmDown
#earthquake https://t.co/MlT2WEUkxx","[{'text': 'Thebbmafrica', 'indices': [144, 157]}, {'text': 'jjcskillz', 'indices': [160, 170]}, {'text': 'denrele', 'indices': [172, 180]}, {'text': 'blessingceo', 'indices': [181, 193]}, {'text': 'ASUUstrike', 'indices': [195, 206]}, {'text': 'iPhone14Pro', 'indices': [207, 219]}, {'text': 'AlphaBetaExposed', 'indices': [220, 237]}, {'text': 'iOS16', 'indices': [238, 244]}, {'text': 'CalmDown', 'indices': [245, 254]}, {'text': 'earthquake', 'indices': [255, 266]}]",0,0,2022-04-19 13:05:48+00:00,3082,7
258,GokhulM,2022-09-14 15:12:18+00:00,"Hate the Dynamic Island but not the animations that were associated with it!!!
#iPhone14ProMax #iphone14Pro #Apple","[{'text': 'iPhone14ProMax', 'indices': [79, 94]}, {'text': 'iphone14Pro', 'indices': [95, 107]}, {'text': 'Apple', 'indices': [108, 114]}]",0,0,2013-12-28 04:59:36+00:00,47,377
259,privatetalky,2022-09-14 15:08:47+00:00,"A16 bionic is new beast! Can't wait to try some games on iPhone 14 pro! 😎🍿
Credit: MKBHD 
#apple #iphone14pro #geekbench https://t.co/gK04gaivJj","[{'text': 'apple', 'indices': [90, 96]}, {'text': 'iphone14pro', 'indices': [97, 109]}, {'text': 'geekbench', 'indices': [110, 120]}]",0,0,2021-12-16 11:13:21+00:00,13,23
260,thebbmafrica,2022-09-14 15:06:54+00:00,"The last time Mercy was to sing she ended it with ""I don't know what to sing"" But know that doesn't seem to be the case now. We are happy to see your growth.

Cc: @denrele_edun @jjcskillz @blessingceo

#Thebbmafrica  
#jjcskillz 
#denrele
#blessingceo 
#ASUUstrike
#iPhone14Pro https://t.co/90cJjfCnvK","[{'text': 'Thebbmafrica', 'indices': [202, 215]}, {'text': 'jjcskillz', 'indices': [218, 228]}, {'text': 'denrele', 'indices': [230, 238]}, {'text': 'blessingceo', 'indices': [239, 251]}, {'text': 'ASUUstrike', 'indices': [253, 264]}, {'text': 'iPhone14Pro', 'indices': [265, 277]}]",0,0,2022-04-19 13:05:48+00:00,3082,7
261,BrahimTall,2022-09-14 15:06:12+00:00,how the fuck is an #iphone14pro  almost 400 euros more expensive in Europe than in the US?!,"[{'text': 'iphone14pro', 'indices': [19, 31]}]",0,0,2011-04-25 14:18:26+00:00,89,162
262,thriftee_k,2022-09-14 15:04:35+00:00,"Drip with shikini money

New Arrivals!!!!!

#BBNaija #Wizkidfc #BayernBarca #SHUTDOWN #iPhone14Pro https://t.co/itmgaxCQeG","[{'text': 'BBNaija', 'indices': [44, 52]}, {'text': 'Wizkidfc', 'indices': [53, 62]}, {'text': 'BayernBarca', 'indices': [63, 75]}, {'text': 'SHUTDOWN', 'indices': [76, 85]}, {'text': 'iPhone14Pro', 'indices': [86, 98]}]",5,5,2022-06-20 14:49:38+00:00,42,54
263,moe_IT_Guy,2022-09-14 15:03:27+00:00,"Wow this entire video by  @petermckinnon was shot on the new #iphone14pro  and seriously, it looks like it was shot with a pro camera, absolutely amazing.

iPhone 14 Pro Max VS. Every Other Camera? https://t.co/rdfMC5R5X5 via @YouTube","[{'text': 'iphone14pro', 'indices': [61, 73]}]",0,1,2012-09-11 15:49:58+00:00,237,316
264,thebbmafrica,2022-09-14 15:03:02+00:00,"Rhemmy on this one. 

Cc: @denrele_edun @jjcskillz @blessingceo

#Thebbmafrica 
#300hoursrealityexperience 
#jjcskillz 
#denrele
#blessingceo 
#ASUUstrike
#iPhone14Pro
#AlphaBetaExposed
#iOS16
#CalmDown
#earthquake https://t.co/3XqENjRhyQ","[{'text': 'Thebbmafrica', 'indices': [65, 78]}, {'text': '300hoursrealityexperience', 'indices': [80, 106]}, {'text': 'jjcskillz', 'indices': [108, 118]}, {'text': 'denrele', 'indices': [120, 128]}, {'text': 'blessingceo', 'indices': [129, 141]}, {'text': 'ASUUstrike', 'indices': [143, 154]}, {'text': 'iPhone14Pro', 'indices': [155, 167]}, {'text': 'AlphaBetaExposed', 'indices': [168, 185]}, {'text': 'iOS16', 'indices': [186, 192]}, {'text': 'CalmDown', 'indices': [193, 202]}, {'text': 'earthquake', 'indices': [203, 214]}]",0,0,2022-04-19 13:05:48+00:00,3082,7
265,mb4k_tech,2022-09-14 15:01:07+00:00,"Spoiler 📲
🟣 😒
⚫️ 😍

#iPhone14Pro #iPhone14ProMax","[{'text': 'iPhone14Pro', 'indices': [20, 32]}, {'text': 'iPhone14ProMax', 'indices': [33, 48]}]",1,11,2009-02-12 19:59:58+00:00,1738,343
266,SuperSaf,2022-09-14 15:01:02+00:00,"Who got the thumbnail reference in today's iPhone 14 videos? 🤓😎

#iPhone14 #iPhone14Pro #iPhone14ProMax https://t.co/1hY2Az96dB","[{'text': 'iPhone14', 'indices': [65, 74]}, {'text': 'iPhone14Pro', 'indices': [75, 87]}, {'text': 'iPhone14ProMax', 'indices': [88, 103]}]",25,638,2009-04-01 11:44:52+00:00,427017,940
267,appleinsider,2022-09-14 15:00:24+00:00,"Samsung is expected to receive more orders for iPhone 14 Pro displays as Apple finds rivals struggle with low yields.

#iPhone14Pro https://t.co/3dxMeWq5Fv https://t.co/oqJCEq43lV","[{'text': 'iPhone14Pro', 'indices': [119, 131]}]",5,90,2009-02-10 20:27:09+00:00,636308,60
268,thebbmafrica,2022-09-14 14:59:53+00:00,"Smith with the melody. well-done.

Cc: @denrele_edun @jjcskillz @blessingceo

#Thebbmafrica 
#300hoursrealityexperience 
#jjcskillz 
#denrele
#blessingceo 
#ASUUstrike
#iPhone14Pro
#AlphaBetaExposed
#iOS16
#CalmDown
#earthquake https://t.co/h17AXKb4gf","[{'text': 'Thebbmafrica', 'indices': [78, 91]}, {'text': '300hoursrealityexperience', 'indices': [93, 119]}, {'text': 'jjcskillz', 'indices': [121, 131]}, {'text': 'denrele', 'indices': [133, 141]}, {'text': 'blessingceo', 'indices': [142, 154]}, {'text': 'ASUUstrike', 'indices': [156, 167]}, {'text': 'iPhone14Pro', 'indices': [168, 180]}, {'text': 'AlphaBetaExposed', 'indices': [181, 198]}, {'text': 'iOS16', 'indices': [199, 205]}, {'text': 'CalmDown', 'indices': [206, 215]}, {'text': 'earthquake', 'indices': [216, 227]}]",0,1,2022-04-19 13:05:48+00:00,3082,7
269,Jamesco,2022-09-14 14:59:20+00:00,"Welcome to @Apple's Dynamic Island  

https://t.co/73RsjZWUoM #iphone14 #iphone14pro https://t.co/Mt8nidE0qO","[{'text': 'iphone14', 'indices': [62, 71]}, {'text': 'iphone14pro', 'indices': [72, 84]}]",0,0,2007-03-10 22:00:31+00:00,5381,4636
270,mutaawemandela,2022-09-14 14:58:23+00:00,@ijustine First eat then we shall talk about the #iphone14pro,"[{'text': 'iphone14pro', 'indices': [49, 61]}]",0,2,2017-09-25 21:37:56+00:00,3541,2864
