,User,DateTime,Tweet,retweet,iphone,iphonepro
3552,Vr256354Rawat,2022-09-13 06:53:07+00:00,buy iphone xs 64 gb excellent condition ramsetu brahmastra imessage arvindkejriwal indvspak2022 iphone14 apple news india youtuber youtube arshdeepsingh goat𓃵,False,True,False
3553,speak_humour,2022-09-13 06:52:41+00:00,rt apple september 7 launched iphone14 series came satellite connectivity commercial mobile phone b…,True,True,False
3555,prwwwwwwwww,2022-09-13 06:52:00+00:00,rt iphone users rn ios16 iphone14,True,True,False
3558,Emugashats_2,2022-09-13 06:51:25+00:00,rt iphone users rn ios16 iphone14,True,True,False
3560,Anju_Kaur100,2022-09-13 06:51:10+00:00,rt coach players cant go ios16 win apple iphone14,True,True,False
3564,worcfrom,2022-09-13 06:50:36+00:00,coz weight think might go iphone14 plus even though ’ miss island notch apple iphone ios,False,True,False
3570,tuxoche,2022-09-13 06:50:00+00:00,last week review 362022 enhance function lightroom classic apple event news filmicpro petermarbaise tuxoche lightroomclassic iphone14 appleevent filmicpro,False,True,False
3573,Hairiyusof__,2022-09-13 06:48:18+00:00,rt ready receive iphone 14 let know color chose comments iphone14,True,True,False
3574,SuhaniAnand17,2022-09-13 06:48:16+00:00,rt coach players cant go ios16 win apple iphone14,True,True,False
3577,wyAToJb5qpvBfA3,2022-09-13 06:47:45+00:00,rt heres apples apples comparison 🍎 putting money 😎 finance iphone14 ios ipone14promax…,True,True,False
3578,THEFREEMEDIA2K,2022-09-13 06:47:45+00:00,ios 16 available iphone 14 series iphone 8 imessage ios ios16 ios16bug iphone apple appleevent iphone14 digitalmedia mediahub mediainfluencer nagpurnews news media newsmedia tfm,False,True,False
3579,vuyoxhamfu_,2022-09-13 06:47:24+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
3581,ningningselcax,2022-09-13 06:47:11+00:00,rt iphone users rn ios16 iphone14,True,True,False
3582,Alcircle,2022-09-13 06:46:53+00:00,iphone14 series comprises aerospacegrade aluminium environment friendly elements ➡️ iphone iphone14series iphone14max iphone14plus aerospacegradealuminium recycledaluminium aluminium smeltedaluminium ios16 alcirclenews alcircle,False,True,False
3583,khanhaider,2022-09-13 06:46:20+00:00,rt apple september 7 launched iphone14 series came satellite connectivity commercial mobile phone b…,True,True,False
3585,bb13_twt,2022-09-13 06:46:16+00:00,rt iphone users rn ios16 iphone14,True,True,False
3590,DAjApple071,2022-09-13 06:44:58+00:00,battery backup iphone 12 ios 16 update ’ really awesome 😍💖 ios iphone14 iphone apple appleevent,False,True,False
3591,KumariPammii,2022-09-13 06:44:49+00:00,rt coach players cant go ios16 win apple iphone14,True,True,False
3592,KimBam411,2022-09-13 06:44:49+00:00,rt iphone users rn ios16 iphone14,True,True,False
3594,02polkal,2022-09-13 06:44:32+00:00,rt iphone users rn ios16 iphone14,True,True,False
3596,howtomags,2022-09-13 06:43:59+00:00,iphone14 officially announced going lil bro iphone 13 well sounds good tho still many didnt know simple feature iphone13 find,False,True,False
3600,mioFormio,2022-09-13 06:43:10+00:00,morningsansfiltre morningsansfiltre virginradio iphone14 iphone14promax hm ouo 🙏,False,True,False
3602,sparky300,2022-09-13 06:42:46+00:00,totally agree iphone14 ios16 micro improvements still ’ get battery iphone 11,False,True,False
3606,aulanalua,2022-09-13 06:41:02+00:00,rt iphone 14 new like effect iphone14 apple appleevent,True,True,False
3607,Rokibul60100130,2022-09-13 06:40:57+00:00,hay want create cute image cartoon portrait visit jennie lisa pakistan iphone14 brahmastra xbox worldcup2022 meditation chengyi rahulvaidya jesus australia italy xiaozhan playtoearn,False,True,False
3610,SumanRastogi6,2022-09-13 06:40:30+00:00,rt coach players cant go ios16 win apple iphone14,True,True,False
3612,Suchitra_Dass,2022-09-13 06:39:56+00:00,rt coach players cant go ios16 win apple iphone14,True,True,False
3613,India_To_Today,2022-09-13 06:39:47+00:00,rt coach players cant go ios16 win apple iphone14,True,True,False
3615,Tanu_Priyaaa,2022-09-13 06:39:32+00:00,rt coach players cant go ios16 win apple iphone14,True,True,False
3617,Jyoti789Singh,2022-09-13 06:39:10+00:00,coach players cant go ios16 win apple iphone14,False,True,False
3619,lostyouth99,2022-09-13 06:38:48+00:00,rt heres apples apples comparison 🍎 putting money 😎 finance iphone14 ios ipone14promax…,True,True,False
3621,Godspeed_Dev,2022-09-13 06:38:28+00:00,rt bored design 🤔 rt agree 😬 apple appleevent iphone14,True,True,False
3630,YnCreator,2022-09-13 06:36:01+00:00,want make apple ios 16 app icon best freelancer services order ios16 ios16 apple iphone14 iphone iphone14promax iphone14plus ios16th upgrade fiverr freelancers icon app ios 16,False,True,False
3635,0xthvyvt,2022-09-13 06:35:26+00:00,rt giveaway 1020iphone14 72hours retweet must following,True,True,False
3636,ferropiposo,2022-09-13 06:35:04+00:00,rt ready receive iphone 14 let know color chose comments iphone14,True,True,False
3638,Rabbiroo,2022-09-13 06:34:41+00:00,rt iphone users rn ios16 iphone14,True,True,False
3640,aronymous,2022-09-13 06:34:28+00:00,rt dynamic island wallpapers gon na fun mean got ta start star trek right 🧵 iphone14 dynamicis…,True,True,False
3641,Kamaragh360,2022-09-13 06:34:17+00:00,rt long iphone 14 available iphone14 iphone14promax apple concept,True,True,False
3645,sparky300,2022-09-13 06:33:38+00:00,never underwhelmed iphone14 ios16 really need game take look samsung,False,True,False
3646,MusicUnlax,2022-09-13 06:33:32+00:00,beautiful landscape blue lake calm music peace relaxation soothingmusicunlax calmmusic landscape bluelake iphone14,False,True,False
3647,mcmillan_photo,2022-09-13 06:33:25+00:00,dave nails find means plus hear little ios 16 new iphone 14 join iphoneography podcast iphonephotography ios16 iphone14,False,True,False
3650,Wealthy_India,2022-09-13 06:32:05+00:00,latestupdate 💡 made india iphones could 12 global sales 202526 iphone iphone14 prediction trending madeinindia,False,True,False
3655,Fin_Eng_Net,2022-09-13 06:31:36+00:00,think iphone 14 series big disappointment hence correction rather expected iphone14 apple stocks,False,True,False
3658,Kamaragh360,2022-09-13 06:31:05+00:00,rt ands ordered 👌 appleevent iphone14 iphone14promax,True,True,False
3662,the_hindu,2022-09-13 06:30:03+00:00,apple september 7 launched iphone14 series came satellite connectivity commercial mobile phone brand however feature limited us canada reports,False,True,False
3664,juneyeonn,2022-09-13 06:29:53+00:00,rt iphone users rn ios16 iphone14,True,True,False
3667,meanqz,2022-09-13 06:28:04+00:00,rt iphone users rn ios16 iphone14,True,True,False
3678,rangecomms,2022-09-13 06:24:39+00:00,iphone 14 watch release new phone worth iphone14 freeanalysis bespoke solutions,False,True,False
3680,theastronautas,2022-09-13 06:24:09+00:00,rt iphone users rn ios16 iphone14,True,True,False
3684,user45373966,2022-09-13 06:23:46+00:00,rt iphone users rn ios16 iphone14,True,True,False
3691,cosmpt_,2022-09-13 06:22:56+00:00,rt iphone users rn ios16 iphone14,True,True,False
3703,Whitestone_DE,2022-09-13 06:20:01+00:00,best apple iphone 14 screen protectors whitestone dome glass screen protector iphone 14 pro max amazon whitestone save money protect iphone14 💊 iphone14,False,True,False
3704,kittensaidmiaow,2022-09-13 06:19:57+00:00,rt iphone users rn ios16 iphone14,True,True,False
3709,Umarjqofficial,2022-09-13 06:18:22+00:00,good morning hayeallah except features included latest ios16 already introduced devicesappssystems months n years ago 😅 umarjqofficial latest iphone14 letsconnect pakistan,False,True,False
3712,Joshxx_Official,2022-09-13 06:16:51+00:00,ios 161 beta 1 watchos 91 beta 1 tonighttomorrow around 56pm uk time 🚨🚨appleevent iphone14 applewatch8 ios16,False,True,False
3713,dammykush01,2022-09-13 06:16:00+00:00,need votes 🥹 ’ wan na go home 🥲 pls vote thebigbreakmomentafrica tbbm teamdammykush teamunilag qotm assu iphone14 wizkid bbnaija,False,True,False
3716,YourAnonRiots,2022-09-13 06:15:12+00:00,apple released another round security updates fix several new vulnerabilities ios macos including new zeroday vulnerability cve202232917 exploited attacks wild infosec iphone14 hacking zeroday,False,True,False
3723,TeraPraveen1,2022-09-13 06:14:25+00:00,rt heres apples apples comparison 🍎 putting money 😎 finance iphone14 ios ipone14promax…,True,True,False
3724,amjorjeen,2022-09-13 06:14:24+00:00,rt iphone users rn ios16 iphone14,True,True,False
3725,ART3MI5MER,2022-09-13 06:14:16+00:00,rt iphone users rn ios16 iphone14,True,True,False
3728,vidboost,2022-09-13 06:13:35+00:00,turn iphone 14 appleevent2022 iphone14 googlepixel,False,True,False
3729,ybsixxv,2022-09-13 06:13:06+00:00,rt iphone users rn ios16 iphone14,True,True,False
3732,starlight0925x,2022-09-13 06:12:56+00:00,rt iphone users rn ios16 iphone14,True,True,False
3733,jantesays,2022-09-13 06:12:45+00:00,rt iphone14 index much yearly salary need spend afford iphone 14 around world apple,True,True,False
3736,StockKingSharks,2022-09-13 06:12:18+00:00,aapl iphone iphone14 apple ’ new phone design ’ new design last design made prior design better design similar design …the new iphone 14 😂,False,True,False
3739,rahul___tweets,2022-09-13 06:12:10+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3741,ashishtweetsss,2022-09-13 06:11:53+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3742,Ravitweets___,2022-09-13 06:11:44+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3743,Abhi__tweets__,2022-09-13 06:11:33+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3744,Rokibul60100130,2022-09-13 06:11:30+00:00,hay want create cute image cartoon portrait visit jennie lisa pakistan iphone14 brahmastra xbox worldcup2022 meditation chengyi rahulvaidya jesus australia italy xiaozhan playtoearn,False,True,False
3745,Aryan___tweets,2022-09-13 06:11:21+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3746,vivek_990,2022-09-13 06:10:44+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3748,about_toni,2022-09-13 06:10:38+00:00,rt anyone ordered iphone 14 iphone14,True,True,False
3756,PratheekAttavar,2022-09-13 06:08:51+00:00,ios 16 upgraded comments apple ios16 ios16 iphone14,False,True,False
3760,anshkishanjaat3,2022-09-13 06:08:20+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3767,chetanss45,2022-09-13 06:08:08+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3769,DaveIsGreat71,2022-09-13 06:07:56+00:00,hey love ios16 customization lock screen weather app updates apple maps allowing multiple stops route cropping pictures etc feel like new phone yes get iphone14 sure,False,True,False
3770,Sunil57240298,2022-09-13 06:07:53+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3771,donaniljaat78,2022-09-13 06:07:49+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3773,raj86589358,2022-09-13 06:07:37+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3780,p191911,2022-09-13 06:07:07+00:00,rt anyone ordered iphone 14 iphone14,True,True,False
3785,Deepmaantweets,2022-09-13 06:06:55+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3787,amit_kalu_jp123,2022-09-13 06:06:50+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3788,teena528347,2022-09-13 06:06:50+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3789,Punit__tweets__,2022-09-13 06:06:45+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3791,_him_anshu__,2022-09-13 06:06:36+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3792,ranikap00305108,2022-09-13 06:06:35+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3793,dpsharma647,2022-09-13 06:06:27+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3794,rs_soong,2022-09-13 06:06:23+00:00,rt excited see new iphone14 todays appleevent iphone alone bigger terms sales…,True,True,False
3795,salonig74877111,2022-09-13 06:06:09+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3796,cMamtasoni,2022-09-13 06:05:50+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3798,KichchaM29,2022-09-13 06:05:42+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3799,wqradhika,2022-09-13 06:05:41+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3800,Crazy2DiL,2022-09-13 06:05:39+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3801,Sandhyatf,2022-09-13 06:05:32+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3802,LahsunKaLaunda,2022-09-13 06:05:23+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3804,KushvahaAnju,2022-09-13 06:05:22+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3805,cReetaSoni,2022-09-13 06:05:14+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3806,MajinBuOfficial,2022-09-13 06:05:12+00:00,anyone ordered iphone 14 iphone14,False,True,False
3807,Asheesh00007,2022-09-13 06:05:08+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3808,pSeemabansal,2022-09-13 06:05:05+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3809,CamilleSerras,2022-09-13 06:05:04+00:00,apple ios 16 released🥳this article help get need know new features 👉 👈 ios16 iphone14 apple digital,False,True,False
3810,hopetobefaith,2022-09-13 06:05:03+00:00,rt iphone users rn ios16 iphone14,True,True,False
3811,Kichcham21,2022-09-13 06:05:01+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3812,nNeetasharma,2022-09-13 06:04:57+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3813,BoyDCrazy,2022-09-13 06:04:57+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3815,NeemaSoni3,2022-09-13 06:04:49+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3816,DiLseNeha,2022-09-13 06:04:46+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3817,PanditDoli,2022-09-13 06:04:40+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3818,Philleo16,2022-09-13 06:04:38+00:00,rt chinamade chips getting built apple ’ latest iphone14 one us lawmaker says silicon valley tech giant p…,True,True,False
3820,Ketika07Sharma,2022-09-13 06:04:31+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3821,ydubeyradha,2022-09-13 06:04:28+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3822,ydvpodi,2022-09-13 06:04:21+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3823,aashuaaru1512,2022-09-13 06:04:19+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3824,Aarav931,2022-09-13 06:04:09+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3825,Tweetakudu5,2022-09-13 06:04:03+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3826,gustfebb,2022-09-13 06:04:00+00:00,rt iphone users rn ios16 iphone14,True,True,False
3827,MAHESHFanatic5,2022-09-13 06:03:58+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3829,SuPriya_555,2022-09-13 06:03:53+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3830,KUMAR_VJ_Fan5,2022-09-13 06:03:48+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3832,saiprat94,2022-09-13 06:03:44+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3833,prabhas_stan5,2022-09-13 06:03:43+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3835,ydvamank,2022-09-13 06:03:37+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3836,NtrRamayya5,2022-09-13 06:03:37+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3837,Jimmy_Carter555,2022-09-13 06:03:32+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3838,NjengaWill,2022-09-13 06:03:31+00:00,rt iphone users rn ios16 iphone14,True,True,False
3840,DaniyalaPodi5,2022-09-13 06:03:26+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3841,AAICON3,2022-09-13 06:03:21+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3842,TeluguDhanush,2022-09-13 06:03:20+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3843,AppAdsai,2022-09-13 06:03:16+00:00,apple ios 16 released🥳this article help get need know new features 👉 👈 ios16 ios16features iphone14 apple appstoreoptimization appdevelopment mobilemarketing digitalmarketing digital,False,True,False
3844,Ankit82600,2022-09-13 06:03:16+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3845,santoshDfc,2022-09-13 06:03:15+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3847,PSPKDieHard5,2022-09-13 06:03:09+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3848,andstaar1,2022-09-13 06:03:05+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3849,Bunny_Cult5,2022-09-13 06:03:05+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3850,Rahul66963,2022-09-13 06:03:02+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3851,JailerTheMovie,2022-09-13 06:03:00+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3852,Ujjwal___tweets,2022-09-13 06:02:56+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3853,OnlyActressFans,2022-09-13 06:02:55+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3854,MSDAAFAN1,2022-09-13 06:02:49+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3855,ChilipiChimtu5,2022-09-13 06:02:49+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3856,mukesh__tweets,2022-09-13 06:02:48+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3857,shubhamkumarydv,2022-09-13 06:02:44+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3858,SantoshiMvLover,2022-09-13 06:02:44+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3860,Vicky___000,2022-09-13 06:02:40+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3861,DhanushTeluguF,2022-09-13 06:02:40+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3862,_sachin_rana_,2022-09-13 06:02:33+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3863,Culf232,2022-09-13 06:02:21+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3864,aaravsinghji,2022-09-13 06:02:12+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3865,Axay78919062,2022-09-13 06:02:11+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3866,AlluArj97853936,2022-09-13 06:02:09+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3867,lalitmena_lalit,2022-09-13 06:02:08+00:00,arbaazkhan using iphone14 giving iphone 6 arjunkapoor,False,True,False
3868,Mayankp66483475,2022-09-13 06:02:03+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3869,Rahulydvji,2022-09-13 06:01:58+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3871,viral0234,2022-09-13 06:01:55+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3872,BobMagesh,2022-09-13 06:01:53+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3873,Axita01393179,2022-09-13 06:01:47+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3874,Amarydv17,2022-09-13 06:01:47+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3875,DhfmMagesh,2022-09-13 06:01:39+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3876,Jinalpa15581533,2022-09-13 06:01:38+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3878,Riddhi26441631,2022-09-13 06:01:30+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3879,sonurathorarman,2022-09-13 06:01:28+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3880,RamCHAR05936429,2022-09-13 06:01:25+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3881,Jenny61559155,2022-09-13 06:01:23+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3884,parth0352,2022-09-13 06:01:16+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3885,Alay748454603,2022-09-13 06:01:08+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3887,PRATHAP_AADHF,2022-09-13 06:01:04+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3888,jackey746,2022-09-13 06:00:58+00:00,rt wan na prebook new iphone know ’ 1…4 breakfastwithapple croma iphone14 newintech apple,True,True,False
3890,Tanmoy_kumar_k,2022-09-13 06:00:49+00:00,rt bored design 🤔 rt agree 😬 apple appleevent iphone14,True,True,False
3892,Pikundas8,2022-09-13 06:00:31+00:00,rt opinion would pick iphone14 motorolaedge30ultra xiaomi12sultra,True,True,False
3900,sunghoonfscvsyv,2022-09-13 05:59:20+00:00,rt iphone users rn ios16 iphone14,True,True,False
3901,hOMIcidalOne,2022-09-13 05:59:07+00:00,truth iphone 14 pro iphone iphone14,False,True,False
3904,kyrpkkppp,2022-09-13 05:58:18+00:00,rt iphone users rn ios16 iphone14,True,True,False
3908,dectober0810,2022-09-13 05:58:08+00:00,rt iphone users rn ios16 iphone14,True,True,False
3909,unix_root,2022-09-13 05:58:00+00:00,apple released another round security updates fix several new vulnerabilities ios macos including new zeroday vulnerability cve202232917 exploited attacks wild details infosec iphone14 hacking,False,True,False
3911,_janmoon,2022-09-13 05:57:24+00:00,rt iphone users rn ios16 iphone14,True,True,False
3913,milktwifey,2022-09-13 05:56:08+00:00,rt iphone users rn ios16 iphone14,True,True,False
3921,n33dcifer,2022-09-13 05:54:07+00:00,rt iphone users rn ios16 iphone14,True,True,False
3923,snpcyeiei,2022-09-13 05:53:37+00:00,rt iphone users rn ios16 iphone14,True,True,False
3929,rakkengri,2022-09-13 05:53:05+00:00,rt iphone 14 series vs iphone 13 series battery comparison iphone iphone14 iphone13,True,True,False
3930,Akanamali00,2022-09-13 05:53:01+00:00,fifa23 ps5 iphone14 haish…how one get tota😏😏,False,True,False
3937,Khetcnk,2022-09-13 05:52:15+00:00,rt let countdown begin 🤗💜🙏🏻 iphone14,True,True,False
3938,SupertechW,2022-09-13 05:52:07+00:00,rt iphone users rn ios16 iphone14,True,True,False
3940,OfficialEmberFn,2022-09-13 05:50:51+00:00,rt dude going around filming fights 4000 camera 😭 iphone14,True,True,False
3942,techiefairy2pt0,2022-09-13 05:50:22+00:00,rt iphone14 released question desperately need upgrade smartphones want remind mo…,True,True,False
3943,CornerProducts,2022-09-13 05:50:16+00:00,64 hifi stereo earphones bluetooth headphone music headset fm support sd card mic mobile xiaomi iphone sumsang tablet details headphones earphone iphone14 iphone iphone14promax,False,True,False
3945,mummysunghoon,2022-09-13 05:50:05+00:00,rt iphone users rn ios16 iphone14,True,True,False
3947,asawaniSuno0,2022-09-13 05:48:55+00:00,rt iphone users rn ios16 iphone14,True,True,False
3949,berbboobabi,2022-09-13 05:48:40+00:00,rt iphone users rn ios16 iphone14,True,True,False
3952,ThreeEarsBunny,2022-09-13 05:48:17+00:00,big moments decisions ethmerge iphone14,False,True,False
3961,news_view,2022-09-13 05:47:19+00:00,rt days passed since launch iphone14 multiple things said whether new phone worth spen…,True,True,False
3962,sumwsun,2022-09-13 05:47:06+00:00,rt iphone users rn ios16 iphone14,True,True,False
3969,mk_muthu_kumar,2022-09-13 05:44:25+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
3971,blxckfame_,2022-09-13 05:43:55+00:00,rt iphone users rn ios16 iphone14,True,True,False
3975,B_O_O_G_I,2022-09-13 05:43:17+00:00,rt iphone users rn ios16 iphone14,True,True,False
3983,GavinJo07863190,2022-09-13 05:41:34+00:00,get phonegrip iphone14 iphone appleevent roscoesbroncos russ geno pnb rock ted lasso pete carroll mcmanus melvin gordon succession javonte williams peyton jennifer coolidge jeudy aikman fangio nfc west kenan emmys2022 wweraw midnightsts,False,True,False
